date,industry,api_requests,p95_latency_ms,new_enterprise_customers_daily,revenue_usd,marketing_spend_usd,gross_margin_pct,data_quality_flag
2026-01-24,Manufacturing,386306,494,0,7726.12,75661.05,0.6823,OK
2026-01-25,Finance,955353,410,0,30571.3,84204.51,0.6761,OK
2026-01-25,Healthcare,523823,459,0,13619.4,84204.51,0.6761,OK
2026-01-25,Retail,453586,506,0,9525.31,84204.51,0.6761,OK
2026-01-25,SaaS,632498,430,0,15179.95,84204.51,0.6761,OK
2026-01-25,PublicSector,323025,573,0,5814.45,84204.51,0.6761,OK
2026-01-25,Manufacturing,394185,484,0,7883.7,84204.51,0.6761,OK
2026-01-26,Finance,1273551,402,0,40753.63,89292.33,0.6845,OK
2026-01-26,Healthcare,597819,441,0,15543.29,89292.33,0.6845,OK
2026-01-26,Retail,540713,502,1,11354.97,89292.33,0.6845,OK
2026-01-26,SaaS,615475,425,1,14771.4,89292.33,0.6845,OK
2026-01-26,PublicSector,382966,563,0,6893.39,89292.33,0.6845,OK
2026-01-26,Manufacturing,489862,502,0,9797.24,89292.33,0.6845,OK
2026-01-27,Finance,1256645,403,1,40212.64,91658.14,0.6826,OK
2026-01-27,Healthcare,705720,463,0,18348.72,91658.14,0.6826,OK
2026-01-27,Retail,542078,495,0,11383.64,91658.14,0.6826,OK
2026-01-27,SaaS,755851,444,1,18140.42,91658.14,0.6826,OK
2026-01-27,PublicSector,468862,568,0,8439.52,91658.14,0.6826,OK
2026-01-27,Manufacturing,504591,490,0,10091.82,91658.14,0.6826,OK
2026-01-28,Finance,1326603,424,0,42451.3,85065.22,0.6946,OK
2026-01-28,Healthcare,722149,448,0,18775.87,85065.22,0.6946,OK
2026-01-28,Retail,557352,515,0,11704.39,85065.22,0.6946,OK
2026-01-28,SaaS,695623,432,1,16694.95,85065.22,0.6946,OK
2026-01-28,PublicSector,450006,557,0,8100.11,85065.22,0.6946,OK
2026-01-28,Manufacturing,511108,495,0,10222.16,85065.22,0.6946,OK
2026-01-29,Finance,1214947,411,0,38878.3,94395.12,0.6867,OK
2026-01-29,Healthcare,671422,438,1,17456.97,94395.12,0.6867,OK
2026-01-29,Retail,577014,513,0,12117.29,94395.12,0.6867,OK
2026-01-29,SaaS,744689,437,0,17872.54,94395.12,0.6867,OK
2026-01-29,PublicSector,377876,577,0,6801.77,94395.12,0.6867,OK
2026-01-29,Manufacturing,522916,491,0,10458.32,94395.12,0.6867,OK
2026-01-30,Finance,1147300,409,0,36713.6,90617.23,0.6855,OK
2026-01-30,Healthcare,660633,451,0,17176.46,90617.23,0.6855,OK
2026-01-30,Retail,494095,493,0,10376.0,90617.23,0.6855,OK
2026-01-30,SaaS,672469,443,0,16139.26,90617.23,0.6855,OK
2026-01-30,PublicSector,394491,564,0,7100.84,90617.23,0.6855,OK
2026-01-30,Manufacturing,512313,480,0,10246.26,90617.23,0.6855,OK
2026-01-31,Finance,1034963,409,0,33118.82,100033.84,0.6814,OK
2026-01-31,Healthcare,520296,469,0,13527.7,100033.84,0.6814,OK
2026-01-31,Retail,440010,525,0,9240.21,100033.84,0.6814,OK
2026-01-31,SaaS,564570,444,1,13549.68,100033.84,0.6814,OK
2026-01-31,PublicSector,370807,566,0,6674.53,100033.84,0.6814,OK
2026-01-31,Manufacturing,388857,507,1,7777.14,100033.84,0.6814,OK
2026-02-01,Finance,969241,407,0,31015.71,96340.56,0.6831,OK
2026-02-01,Healthcare,528772,452,0,13748.07,96340.56,0.6831,OK
2026-02-01,Retail,387712,510,0,8141.95,96340.56,0.6831,OK
2026-02-01,SaaS,583345,426,0,14000.28,96340.56,0.6831,OK
2026-02-01,PublicSector,378190,570,0,6807.42,96340.56,0.6831,OK
2026-02-01,Manufacturing,345211,492,0,6904.22,96340.56,0.6831,OK
2026-02-02,Finance,1176360,395,0,37643.52,88009.27,0.6852,OK
2026-02-02,Healthcare,570842,449,0,14841.89,88009.27,0.6852,OK
2026-02-02,Retail,572363,521,0,12019.62,88009.27,0.6852,OK
2026-02-02,SaaS,677220,425,0,16253.28,88009.27,0.6852,OK
2026-02-02,PublicSector,381341,546,0,6864.14,88009.27,0.6852,OK
2026-02-02,Manufacturing,499268,496,0,9985.36,88009.27,0.6852,OK
2026-02-03,Finance,1457742,412,1,46647.74,96458.56,0.6799,OK
2026-02-03,Healthcare,818850,457,0,21290.1,96458.56,0.6799,OK
2026-02-03,Retail,677502,510,1,14227.54,96458.56,0.6799,OK
2026-02-03,SaaS,801142,421,2,19227.41,96458.56,0.6799,OK
2026-02-03,PublicSector,502357,574,0,9042.43,96458.56,0.6799,OK
2026-02-03,Manufacturing,520529,501,0,10410.58,96458.56,0.6799,OK
2026-02-04,Finance,1184673,371,0,37909.54,85856.63,0.6786,OK
2026-02-04,Healthcare,756281,471,0,19663.31,85856.63,0.6786,OK
2026-02-04,Retail,659150,512,1,13842.15,85856.63,0.6786,OK
2026-02-04,SaaS,779341,418,0,18704.18,85856.63,0.6786,OK
2026-02-04,PublicSector,456985,566,0,8225.73,85856.63,0.6786,OK
2026-02-04,Manufacturing,576700,507,1,11534.0,85856.63,0.6786,OK
2026-02-05,Finance,1362140,392,0,43588.48,84322.4,0.6756,OK
2026-02-05,Healthcare,804573,433,0,20918.9,84322.4,0.6756,OK
2026-02-05,Retail,629552,510,1,13220.59,84322.4,0.6756,OK
2026-02-05,SaaS,894514,434,0,21468.34,84322.4,0.6756,OK
2026-02-05,PublicSector,574257,565,0,10336.63,84322.4,0.6756,OK
2026-02-05,Manufacturing,564422,480,1,11288.44,84322.4,0.6756,OK
2026-02-06,Finance,1256978,401,0,40223.3,80427.85,0.6959,OK
2026-02-06,Healthcare,675825,452,0,17571.45,80427.85,0.6959,OK
2026-02-06,Retail,548606,500,0,11520.73,80427.85,0.6959,OK
2026-02-06,SaaS,701714,444,0,16841.14,80427.85,0.6959,OK
2026-02-06,PublicSector,462904,564,0,8332.27,80427.85,0.6959,OK
2026-02-06,Manufacturing,520951,495,0,10419.02,80427.85,0.6959,OK
2026-02-07,Finance,1093009,401,0,34976.29,83218.33,0.6854,OK
2026-02-07,Healthcare,527185,472,1,13706.81,83218.33,0.6854,OK
2026-02-07,Retail,506438,510,0,10635.2,83218.33,0.6854,OK
2026-02-07,SaaS,601447,421,0,14434.73,83218.33,0.6854,OK
2026-02-07,PublicSector,356531,554,0,6417.56,83218.33,0.6854,OK
2026-02-07,Manufacturing,480716,493,0,9614.32,83218.33,0.6854,OK
2026-02-08,Finance,1061866,389,0,33979.71,73449.75,0.6807,OK
2026-02-08,Healthcare,623666,446,0,16215.32,73449.75,0.6807,OK
2026-02-08,Retail,470704,509,0,9884.78,73449.75,0.6807,OK
2026-02-08,SaaS,601866,431,0,14444.78,73449.75,0.6807,OK
2026-02-08,PublicSector,377496,575,0,6794.93,73449.75,0.6807,OK
2026-02-08,Manufacturing,492694,501,0,9853.88,73449.75,0.6807,OK
2026-02-09,Finance,1242782,408,0,39769.02,134244.25,0.6718,OK
2026-02-09,Healthcare,695203,449,0,18075.28,134244.25,0.6718,OK
2026-02-09,Retail,596671,490,0,12530.09,134244.25,0.6718,OK
2026-02-09,SaaS,760711,445,0,18257.06,134244.25,0.6718,OK
2026-02-09,PublicSector,453144,565,0,8156.59,134244.25,0.6718,OK
2026-02-09,Manufacturing,479182,486,0,9583.64,134244.25,0.6718,OK
2026-02-10,Finance,1647262,438,0,52712.38,138298.85,0.6822,OK
2026-02-10,Healthcare,747856,467,0,19444.26,138298.85,0.6822,OK
2026-02-10,Retail,664442,533,0,13953.28,138298.85,0.6822,OK
2026-02-10,SaaS,791036,475,2,18984.86,138298.85,0.6822,OK
2026-02-10,PublicSector,520880,582,0,9375.84,138298.85,0.6822,OK
2026-02-10,Manufacturing,526037,522,1,10520.74,138298.85,0.6822,OK
2026-02-11,Finance,1612934,422,1,51613.89,136833.54,0.6767,OK
2026-02-11,Healthcare,747545,467,0,19436.17,136833.54,0.6767,OK
2026-02-11,Retail,612991,548,0,12872.81,136833.54,0.6767,OK
2026-02-11,SaaS,818740,473,0,19649.76,136833.54,0.6767,OK
2026-02-11,PublicSector,472687,590,0,8508.37,136833.54,0.6767,OK
2026-02-11,Manufacturing,619170,499,0,12383.4,136833.54,0.6767,OK
2026-02-12,Finance,1789412,408,0,57261.18,144831.39,0.6809,OK
2026-02-12,Healthcare,862416,481,0,22422.82,144831.39,0.6809,OK
2026-02-12,Retail,628139,535,0,13190.92,144831.39,0.6809,OK
2026-02-12,SaaS,850168,469,1,20404.03,144831.39,0.6809,OK
2026-02-12,PublicSector,470841,577,0,8475.14,144831.39,0.6809,OK
2026-02-12,Manufacturing,548172,507,0,10963.44,144831.39,0.6809,OK
2026-02-13,Finance,1422535,405,0,45521.12,94155.59,0.6806,OK
2026-02-13,Healthcare,745927,447,0,19394.1,94155.59,0.6806,OK
2026-02-13,Retail,537809,516,0,11293.99,94155.59,0.6806,OK
2026-02-13,SaaS,783299,445,0,18799.18,94155.59,0.6806,OK
2026-02-13,PublicSector,462583,575,0,8326.49,94155.59,0.6806,OK
2026-02-13,Manufacturing,499146,516,0,9982.92,94155.59,0.6806,OK
2026-02-14,Finance,1025194,412,0,32806.21,95713.15,0.6819,OK
2026-02-14,Healthcare,605764,466,0,15749.86,95713.15,0.6819,OK
2026-02-14,Retail,520115,506,0,10922.41,95713.15,0.6819,OK
2026-02-14,SaaS,617297,436,0,14815.13,95713.15,0.6819,OK
2026-02-14,PublicSector,371093,559,0,6679.67,95713.15,0.6819,OK
2026-02-14,Manufacturing,460248,501,0,9204.96,95713.15,0.6819,OK
2026-02-15,Finance,1045516,405,0,33456.51,96005.96,0.6846,OK
2026-02-15,Healthcare,562775,447,0,14632.15,96005.96,0.6846,OK
2026-02-15,Retail,451909,519,1,9490.09,96005.96,0.6846,OK
2026-02-15,SaaS,722853,439,0,17348.47,96005.96,0.6846,OK
2026-02-15,PublicSector,374816,573,0,6746.69,96005.96,0.6846,OK
2026-02-15,Manufacturing,426653,506,0,8533.06,96005.96,0.6846,OK
2026-02-16,Finance,1281715,407,0,41014.88,87897.95,0.6891,OK
2026-02-16,Healthcare,733050,443,0,19059.3,87897.95,0.6891,OK
2026-02-16,Retail,553712,524,0,11627.95,87897.95,0.6891,OK
2026-02-16,SaaS,732484,420,0,17579.62,87897.95,0.6891,OK
2026-02-16,PublicSector,441531,558,0,7947.56,87897.95,0.6891,OK
2026-02-16,Manufacturing,523380,498,0,10467.6,87897.95,0.6891,OK
2026-02-17,Finance,1530165,379,0,48965.28,95609.05,0.6854,OK
2026-02-17,Healthcare,830221,447,0,21585.75,95609.05,0.6854,OK
2026-02-17,Retail,622485,501,0,13072.18,95609.05,0.6854,OK
2026-02-17,SaaS,778919,432,0,18694.06,95609.05,0.6854,OK
2026-02-17,PublicSector,506196,556,0,9111.53,95609.05,0.6854,OK
2026-02-17,Manufacturing,526017,505,0,10520.34,95609.05,0.6854,OK
2026-02-18,Finance,1343333,416,0,42986.66,89701.7,0.6828,OK
2026-02-18,Healthcare,756329,446,0,19664.55,89701.7,0.6828,OK
2026-02-18,Retail,719936,501,0,15118.66,89701.7,0.6828,OK
2026-02-18,SaaS,716129,450,1,17187.1,89701.7,0.6828,OK
2026-02-18,PublicSector,482483,573,0,8684.69,89701.7,0.6828,OK
2026-02-18,Manufacturing,625286,515,0,12505.72,89701.7,0.6828,OK
2026-02-19,Finance,1447290,397,0,46313.28,78632.57,0.6838,OK
2026-02-19,Healthcare,700895,454,0,18223.27,78632.57,0.6838,OK
2026-02-19,Retail,581285,503,0,12206.99,78632.57,0.6838,OK
2026-02-19,SaaS,924640,439,0,22191.36,78632.57,0.6838,OK
2026-02-19,PublicSector,478402,547,0,8611.24,78632.57,0.6838,OK
2026-02-19,Manufacturing,545652,501,0,10913.04,78632.57,0.6838,OK
2026-02-20,Finance,1416106,397,0,45315.39,79885.73,0.6935,OK
2026-02-20,Healthcare,629160,449,0,16358.16,79885.73,0.6935,OK
2026-02-20,Retail,588529,478,0,12359.11,79885.73,0.6935,OK
2026-02-20,SaaS,850525,443,0,20412.6,79885.73,0.6935,OK
2026-02-20,PublicSector,449834,559,0,8097.01,79885.73,0.6935,OK
2026-02-20,Manufacturing,486616,481,0,9732.32,79885.73,0.6935,OK
2026-02-21,Finance,1060381,403,0,33932.19,84060.21,0.6836,OK
2026-02-21,Healthcare,643087,442,0,16720.26,84060.21,0.6836,OK
2026-02-21,Retail,539670,521,0,11333.07,84060.21,0.6836,OK
2026-02-21,SaaS,678812,461,0,16291.49,84060.21,0.6836,OK
2026-02-21,PublicSector,369330,579,0,6647.94,84060.21,0.6836,OK
2026-02-21,Manufacturing,415913,487,0,8318.26,84060.21,0.6836,OK
2026-02-22,Finance,1062567,414,0,34002.14,72439.6,0.6816,OK
2026-02-22,Healthcare,652693,473,1,16970.02,72439.6,0.6816,OK
2026-02-22,Retail,529543,500,0,11120.4,72439.6,0.6816,OK
2026-02-22,SaaS,621029,435,0,14904.7,72439.6,0.6816,OK
2026-02-22,PublicSector,351114,563,0,6320.05,72439.6,0.6816,OK
2026-02-22,Manufacturing,437216,473,0,8744.32,72439.6,0.6816,OK
2026-02-23,Finance,1316258,409,0,42120.26,77573.28,0.6912,OK
2026-02-23,Healthcare,649776,455,0,16894.18,77573.28,0.6912,OK
2026-02-23,Retail,622998,535,0,13082.96,77573.28,0.6912,OK
2026-02-23,SaaS,706333,454,0,16951.99,77573.28,0.6912,OK
2026-02-23,PublicSector,405020,563,0,7290.36,77573.28,0.6912,OK
2026-02-23,Manufacturing,473368,476,0,9467.36,77573.28,0.6912,OK
2026-02-24,Finance,1337208,392,0,42790.66,80639.14,0.6803,OK
2026-02-24,Healthcare,777541,456,0,20216.07,80639.14,0.6803,OK
2026-02-24,Retail,680972,510,0,14300.41,80639.14,0.6803,OK
2026-02-24,SaaS,809917,443,0,19438.01,80639.14,0.6803,OK
2026-02-24,PublicSector,489931,566,0,8818.76,80639.14,0.6803,OK
2026-02-24,Manufacturing,548883,515,0,10977.66,80639.14,0.6803,OK
2026-02-25,Finance,1461605,407,0,46771.36,89566.9,0.6891,OK
2026-02-25,Healthcare,768810,443,0,19989.06,89566.9,0.6891,OK
2026-02-25,Retail,615448,514,0,12924.41,89566.9,0.6891,OK
2026-02-25,SaaS,867885,449,0,20829.24,89566.9,0.6891,OK
2026-02-25,PublicSector,466615,554,0,8399.07,89566.9,0.6891,OK
2026-02-25,Manufacturing,510511,484,0,10210.22,89566.9,0.6891,OK
2026-02-26,Finance,1351999,399,0,43263.97,81934.43,0.6884,OK
2026-02-26,Healthcare,729987,463,0,18979.66,81934.43,0.6884,OK
2026-02-26,Retail,643738,517,0,13518.5,81934.43,0.6884,OK
2026-02-26,SaaS,817479,435,0,19619.5,81934.43,0.6884,OK
2026-02-26,PublicSector,496671,580,0,8940.08,81934.43,0.6884,OK
2026-02-26,Manufacturing,596999,513,0,11939.98,81934.43,0.6884,OK
2026-02-27,Finance,1322561,402,0,42321.95,92753.73,0.6883,OK
2026-02-27,Healthcare,677165,457,0,17606.29,92753.73,0.6883,OK
2026-02-27,Retail,638222,511,0,13402.66,92753.73,0.6883,OK
2026-02-27,SaaS,886749,437,0,21281.98,92753.73,0.6883,OK
2026-02-27,PublicSector,402734,553,0,7249.21,92753.73,0.6883,OK
2026-02-27,Manufacturing,546897,488,0,10937.94,92753.73,0.6883,OK
2026-02-28,Finance,1075815,410,0,34426.08,97312.01,0.6813,OK
2026-02-28,Healthcare,539798,469,0,14034.75,97312.01,0.6813,OK
2026-02-28,Retail,469315,505,0,9855.61,97312.01,0.6813,OK
2026-02-28,SaaS,688579,445,0,16525.9,97312.01,0.6813,OK
2026-02-28,PublicSector,383927,555,0,6910.69,97312.01,0.6813,OK
2026-02-28,Manufacturing,431122,489,0,8622.44,97312.01,0.6813,OK
2026-03-01,Finance,1135925,400,0,36349.6,97316.17,0.6935,OK
2026-03-01,Healthcare,547859,453,0,14244.33,97316.17,0.6935,OK
2026-03-01,Retail,522623,512,0,10975.08,97316.17,0.6935,OK
2026-03-01,SaaS,713807,435,0,17131.37,97316.17,0.6935,OK
2026-03-01,PublicSector,373510,535,0,6723.18,97316.17,0.6935,OK
2026-03-01,Manufacturing,469799,502,0,9395.98,97316.17,0.6935,OK
2026-03-02,Finance,1100307,388,1,35209.82,97465.49,0.6812,OK
2026-03-02,Healthcare,647115,434,0,16824.99,97465.49,0.6812,OK
2026-03-02,Retail,637209,502,0,13381.39,97465.49,0.6812,OK
2026-03-02,SaaS,792151,417,0,19011.62,97465.49,0.6812,OK
2026-03-02,PublicSector,469189,574,1,8445.4,97465.49,0.6812,OK
2026-03-02,Manufacturing,546983,502,0,10939.66,97465.49,0.6812,OK
2026-03-03,Finance,1304706,397,0,41750.59,94103.29,0.6881,OK
2026-03-03,Healthcare,814997,439,0,21189.92,94103.29,0.6881,OK
2026-03-03,Retail,686696,510,0,14420.62,94103.29,0.6881,OK
2026-03-03,SaaS,853591,427,0,20486.18,94103.29,0.6881,OK
