group,value
A,65.47345486067098
A,28.20846983375385
A,23.387584878025717
A,58.06971050206363
A,58.125677259867594
A,30.1947688645824
A,31.45077587280218
A,57.5606272901087
A,17.336670409077975
A,17.729394065594633
A,24.390903185097415
A,40.46170661254283
A,61.010326438598554
A,81.55374719119577
A,76.76098786176374
A,42.333519666841475
A,47.26319704323843
A,21.644339949270037
A,47.28079526457509
A,37.83069428238781
A,61.527009217511136
A,23.33914240502131
A,70.1286790912385
A,81.99898431026025
A,44.123817369747684
A,64.98263740394745
A,75.46122012177537
A,33.89310999267099
A,57.21252111144307
A,48.36891429833818
A,51.68232068031455
A,23.863357934396223
A,48.785816159080994
A,69.19478153010925
A,81.36587953968237
A,77.54939764987446
A,86.81305745949099
A,23.918100846175815
A,76.8747438870223
A,55.429854225015006
A,87.09719878124234
A,23.522185215149182
A,23.21837916289422
A,26.960745649425643
A,10.802859185206701
A,29.53670184010578
A,23.997523323965414
A,53.988504206391305
A,62.35981838632644
A,84.6637012360855
A,77.48075313374753
A,27.747444750911406
A,22.650931091244455
A,68.92884487115877
A,18.572747809775155
A,84.31677653403781
A,79.25770954863302
A,31.515934328551943
A,14.774139006631227
A,80.6111439345605
A,43.9216347763881
A,79.71065527971297
B,9.138419282190371
B,19.50439467812898
B,25.32241081111516
B,25.496980150031796
B,21.059829115681236
B,27.90561960524878
B,14.626441304132777
B,24.265152382428646
B,25.80362869203413
B,27.452177771786477
B,28.276889155871302
B,14.032417301023083
B,9.766735926698365
B,30.64450805934021
B,26.690419847126297
B,17.951023303003854
B,31.788349206815482
B,25.784300841148116
B,30.233023957995712
B,25.58288221703746
B,33.91979262220331
B,32.642392525724574
B,23.15480509104704
B,29.364185199914882
B,27.999837251947994
B,31.024936656955173
B,15.696288479548567
B,28.169967232272455
B,29.7274600599677
B,7.4266984132511835
B,13.421779879228035
B,4.5046616963858925
B,22.941843110833698
B,28.301681091914233
B,31.584258851755784
B,25.610388340740748
B,32.11234945940857
B,11.37116561327769
B,8.003381261202767
B,25.0681438247849
B,26.906876158608544
B,25.16372890855853
B,4.210784418199032
B,24.819983435437322
B,12.159062639555724
B,28.101460560653514
B,26.833817582435405
B,15.95718132257751
B,20.395176619760814
B,14.71402038597845
B,25.038315934411525
B,29.295470571693933
B,15.479577238006424
B,27.40871070939623
B,20.22442625185168
B,17.48862841791881
B,24.633402410127132
B,14.963740707258612
B,19.98074301046734
B,13.269482274932532
B,33.51816629860422
B,25.447972280936813
B,18.458992031660856
B,26.19547391744944
B,24.578213649770625
B,23.44643871437586
B,27.869300991762817
B,28.46884118102813
B,20.221889282449983
B,19.74979780257501
B,22.883037670973053
B,1.7680953302543485
B,9.96386768681298
B,31.017586589923976
B,32.18074427437032
B,23.154056164697117
B,27.71199395987299
B,26.60231785123881
B,38.17825000085737
B,29.983228713532693
B,24.41580937002925
B,15.794036227502405
B,9.013214700510675
B,26.15148839353025
B,17.869097793493985
B,10.932043917621643
B,19.012710267437644
B,14.481350595750317
B,32.35714153095601
B,28.988037682375435
B,25.267131951246764
B,31.490514275621223
B,25.624080243244386
B,16.775951979510374
B,31.671119312713454
B,27.554531408406394
B,14.942865759041556
B,23.765536786844553
B,16.626626782440574
B,11.343056317422555
B,29.17432209180148
B,33.28683219520763
B,11.178794583728578
B,27.655161738330435
B,18.970314265649847
B,20.673756937095305
B,19.57712037615618
B,16.747756264098882
B,25.503425701963984
B,17.091957753058875
B,26.431695082171622
B,25.09035179068509
B,23.259147976177317
B,16.293835020253777
B,19.739868974347395
B,28.45998874339894
B,27.395621937121852
B,15.564696682593409
B,25.71594717920815
B,28.44324112634905
B,8.357338804340944
B,27.573144664940255
B,18.845500045319735
B,27.68707271095956
B,17.79712931811059
B,6.946007054118585
B,8.793445586415565
B,25.501599232488726
B,26.386797542539327
B,16.327661075065613
B,27.971464524822224
B,8.439483187131954
B,25.024092111477433
B,13.132613767679285
B,18.95788055898067
B,25.49872880726848
B,16.785023926746216
B,21.742279741505197
B,29.509413348316592
B,19.73861325802157
B,28.795856395879067
B,13.979655060228218
B,27.51644508205326
B,31.330004275981757
B,0.0
B,17.44672476528205
B,27.7141486928197
B,23.633164470721717
B,26.852838554289615
B,19.456368229670534
B,25.662650138626077
B,24.126622873335442
B,30.18486063986832
B,26.364622749068694
B,26.71254023178938
B,21.45765842910403
B,20.66874777615198
B,21.242211499415184
B,26.950319693365863
B,21.362780761456087
B,26.512494959551795
B,33.98107994471613
B,28.944057266889306
B,22.352037833745957
B,30.324693224929632
B,21.49726158086712
B,4.516200579196218
B,15.246638854494247
B,6.25939053594899
B,22.086495887072143
B,25.377515416723565
B,32.312369475033805
B,26.66788961593081
B,23.465909785999724
B,28.76956226055446
B,2.7138583109006644
B,26.28596330761874
B,28.524710386841054
B,10.345198897547029
B,30.084360701082346
B,26.716278424353913
B,21.42212483070582
B,27.94716105556612
B,34.7979113463297
B,26.06115487503928
B,26.33868946413022
B,20.962993857822088
B,16.895126595363987
B,28.773453076478205
B,16.83012696654669
B,25.599812419244994
B,20.772389309346682
B,27.303866408875226
B,26.69605840176337
B,29.640108068951303
B,20.4352894523968
B,22.936966663390777
B,15.5521074184348
B,21.11996121244662
B,26.878580955880288
B,82.05044847319684
B,70.74957033873369
B,83.12831834105819
B,87.78017170146867
B,78.76226642380523
B,92.76821916386194
B,71.41869842727978
B,69.2952480767895
B,66.88678608533016
B,89.12401389935059
B,81.06823532077746
B,74.6575673685947
B,77.48484924340687
B,69.83264644589067
B,98.21374742429194
B,76.04203252764871
B,75.85227247410096
B,81.75162010346881
B,79.4090261162073
B,76.94805870826535
B,71.34345334538216
B,79.31770958731545
B,92.81826334596809
B,87.6823761404629
B,90.05377132718326
B,72.60281965460595
B,70.44544013528864
B,74.34097804677384
B,75.33859342849422
B,85.27784636024819
B,67.27577088706829
B,89.44470277463924
B,74.1956719085376
B,72.98314131354269
B,70.34397445660323
B,67.44537055101083
B,82.68388175719879
B,75.5069780654671
B,69.09093185946597
B,69.06785191905837
B,73.39395633072269
B,90.77959364467426
B,73.7375635602049
B,68.12955010200785
B,73.80001483389273
B,73.67834152444063
B,62.746154134584685
B,74.6633839671035
B,73.86679650757857
B,81.46869632910033
B,92.5017628394562
B,85.58769601065177
B,73.69563558292093
B,69.91816403606194
B,99.4350928460982
B,75.37203022448605
B,74.97105274266059
B,74.79943986435065
B,76.70113174502457
B,74.25721763669564
B,72.32120700493446
B,72.44208011757178
B,74.76052956347536
B,72.45756710833962
B,71.69353342329089
B,75.82389834997798
B,73.75837180427966
B,89.20009136937693
B,62.95322413131247
B,85.25215118651418
B,86.73163373857783
B,65.55792025388021
B,73.36282651927823
B,73.23315861032978
B,68.56081598866383
B,71.40053576349675
B,69.89990013802837
B,91.57637617836873
B,83.76070364596774
B,86.97540835930519
B,81.71243072000158
B,69.81657971922121
B,72.54282027957285
B,79.48909140205815
B,69.39683704736181
B,81.62941462649741
B,73.82444674600019
B,73.21791617270603
B,81.60990433220387
B,79.05732776268567
B,73.28039610291046
B,85.90129047028589
B,70.03299199939056
B,80.70041802266715
B,80.48186851067314
B,73.51228235342914
B,77.92669263517486
B,69.26612065893886
B,83.64918734692813
B,74.0743876388085
B,72.55092527368782
B,84.84540276326302
B,71.73187509487516
B,68.5565335939472
B,67.88834463579269
B,80.60541872185102
B,69.13391603893282
B,91.60053109653317
B,65.51941134848266
B,91.04217487945161
B,76.82491178723488
B,74.47209147029456
B,72.45082823043106
B,78.62541148945606
B,74.73851589111638
B,85.36504243091683
B,75.89852813467807
B,76.24379656148321
B,73.26846329387223
B,74.65142991385046
B,77.7512426375364
B,67.19593267151028
B,68.8283581917891
B,81.9190898903576
B,76.44061327409973
B,74.07853112852342
B,74.99136720984605
B,78.13197982044315
B,72.4740954764747
B,71.39833487162319
B,76.6796972442275
B,70.49609299619058
B,78.71266764564784
B,67.23013760154302
B,84.65538236526324
B,79.32851654215963
B,77.25572805536237
B,84.21066518362058
B,90.7456442299341
B,84.51386838490967
B,66.60649183019717
B,69.13776002161129
B,72.0905075010269
B,75.05496519357256
B,79.7598043867248
B,71.63536749885857
B,76.59280623205672
B,71.50170470663717
B,72.15048967099696
B,68.56465190853518
B,70.74475435798493
B,68.81257801170445
B,70.5073650397371
B,84.88974149533453
B,70.62675581549186
B,99.99999997265404
B,79.52683344400091
B,76.5743279035862
B,71.03732161898738
B,81.50797141915304
B,72.31229670195033
B,75.97301191259125
B,99.30803414666832
B,74.47503724471937
B,85.8050390658678
B,71.7371390824394
B,74.75044944665513
B,91.7537302369119
B,72.08081855426016
B,92.1523460729608
B,81.5791999756978
B,72.37169385722781
B,80.8580742115175
B,84.11364754449188
B,80.75664198068473
B,67.82703314145051
B,71.6290838861783
B,73.7920075838029
B,74.57256559669526
B,80.74575138039455
B,76.50603703182907
B,68.88626721320692
B,78.44415174709695
B,80.64921403798775
B,80.163047891549
B,85.14949051132902
B,82.78678596118716
B,79.20009742579595
B,74.59181161586726
B,67.41784231540042
B,78.91715832801795
B,76.79304217696263
B,77.40454985230895
B,69.15051514515918
B,70.03302260741839
B,84.88506177732538
B,74.72985527947776
B,81.32794712507761
B,75.07628312093277
B,75.09004407738385
C,31.614275813979646
C,76.55826075104449
C,3.170985843014054
C,56.190929849383
C,24.82225862987522
C,11.957471980058301
C,7.272039237382517
C,65.66766423977515
C,33.306257430137705
C,68.9453794834277
C,6.063431619312009
C,31.309568869021668
C,51.810417983207415
C,75.488768679564
C,31.58637701801689
C,58.72766761635931
C,78.71191364580112
C,57.84705266764414
C,25.109389350553883
C,1.9119471293903376
C,78.01990271413473
C,1.6017415600572975
C,78.21138183045016
C,51.05606603401904
C,82.0378457630674
C,75.69722754111682
C,99.99999999469236
C,34.210122429358705
C,74.51780809655598
C,38.6970863332015
C,46.322120744877196
C,58.87160903876343
C,78.16815792801843
C,89.16285930819237
C,74.67333555151848
C,40.162438261294575
C,40.5001948207452
C,70.53270684124837
C,25.52512789894102
C,10.852859295711555
C,34.53997933294309
C,29.11708407149786
C,29.816340738702685
C,25.15555964799862
C,3.6835489976437596
C,1.266492276508134
C,90.54062344225315
C,41.10905669543293
C,37.11296260917953
C,63.891781724716346
C,23.355618815336193
C,83.08326342245026
C,75.37887621917324
C,8.587408146744522
C,40.14499616202361
C,78.40184778748893
C,82.55571165558241
C,45.027975407049325
C,57.63524840536325
C,17.21231094136741
C,92.28931657925155
C,25.01778964669518
C,82.36701273067885
C,60.91164533076111
C,57.1501434350097
C,49.88046508769563
C,24.90539058281167
C,18.321984692414162
C,23.63243683992367
C,19.4940289584875
C,75.21353225589043
C,34.1608148878252
C,5.288348153686238
C,85.64222868910014
C,78.6108523824172
C,81.13375548045747
C,95.21173426019831
C,18.012986833241474
C,38.1801269720865
C,73.26203758533352
C,65.63828395268698
C,15.69741366338038
C,76.16716919645782
C,24.124747446761237
C,24.047024146866047
C,51.628968053671166
C,55.9174792385535
C,54.8825269607493
C,8.808335015661301
C,78.32956745406808
C,27.483960901270187
C,12.947451768770126
C,78.84246287728398
C,83.72400315174609
C,77.70380628915683
C,75.98816595488265
C,61.44760101010961
C,52.64238543887312
C,8.330037642813044
C,39.29586398347126
C,36.09038255768984
C,27.05098898140761
C,68.78289415053337
C,48.02828278681301
C,7.702235667194173
C,23.59481610876904
C,64.26921010675458
C,7.1858370998170695
C,77.29921408024555
C,47.94935367781275
C,46.396812106180455
C,55.87398717080904
C,76.42849074221772
C,33.96655504688758
C,63.72270845315656
C,53.76355569559578
C,27.590258795958782
C,78.38044987557241
C,75.66154746864727
C,61.75900099859966
C,77.2769596212291
C,77.90652580073512
C,67.01816529234128
C,76.81562491095883
C,65.79755359736988
C,63.9431035276784
C,58.08607421755186
C,72.51023933963396
C,16.237691603815815
C,78.47935726330414
C,78.09167079014615
C,2.3940286302652622
C,76.462987602386
C,12.875745628624504
C,32.91424209906314
C,71.29309210480753
C,16.48591603767496
C,76.22902674500652
C,76.65906760253343
C,49.29856330093205
C,0.1407617081096109
C,29.101698192921468
C,57.939366254706975
C,88.27524247785024
C,59.25887013467551
C,27.054662493648607
C,59.45767260531197
C,51.84615489546627
C,75.21981901867078
C,10.473430631316688
C,73.64837200485483
C,51.93900202661841
C,84.68439502698969
C,33.471716623741024
C,59.33204055079597
C,81.45755606117592
C,9.990001474675559
C,81.88000738839882
C,64.75910243440767
C,6.320702699562832
C,30.17879784301649
C,66.99638257290901
C,6.270199081547741
C,55.04817575164652
C,33.80552297495189
C,58.28780599061923
C,4.052988321764132
C,78.07898297950952
C,86.45488343662555
C,85.60375593015891
C,72.10017792501986
C,13.011005693178157
C,73.2654417103257
C,1.9304177037174894
C,1.6862574585084091
C,31.977143661775678
C,47.250436325712656
C,74.98133140627647
C,64.27305844503589
C,42.86709738921015
C,28.08405823826249
C,98.24494329509544
C,40.957364675369206
C,43.41026270801612
C,16.816818579983824
C,75.5934321297144
C,65.38317470463606
C,23.667636891139022
C,7.842947427920322
C,63.98043959508195
C,61.37711184620966
C,28.056465266180908
C,83.17985280147612
C,15.373263626612829
C,41.546105001530634
C,82.44959495551308
C,40.34662019897598
C,59.8713878038821
C,38.30257721562071
C,28.128319770174066
C,89.12768814124767
C,39.37723048640305
C,79.10410021962944
C,24.81544101680224
C,22.720099326720653
C,2.5823598039115008
C,61.10415661387959
C,35.72927433408348
C,77.79038078336342
C,45.62676257584641
C,85.48829695861542
C,19.385486733187317
C,77.95994656409863
C,75.14207299404367
C,75.0089292728608
C,77.07488098695188
C,73.64782710436339
C,58.75695191926208
C,13.140021633921492
C,2.72154738331769
C,80.6493198498371
C,57.91533713247484
C,75.6383127385273
C,46.49527818603854
C,11.59944121422253
C,12.467227498400076
C,64.51251869832774
C,41.351285701488536
C,21.184786392587892
C,47.566512070185105
C,5.944667201514871
C,55.03231967643447
C,27.7368557976516
C,75.66503542251658
C,30.917938306634227
C,43.793127788848636
C,0.6520908130332974
C,6.800603668277699
C,37.84215332365606
C,46.328757755958904
C,56.501643891279926
C,29.45703721956225
C,65.52472105868232
C,77.62716768067263
C,75.21995387839324
C,3.433823628503707
C,46.38844128847456
C,10.251419375600948
C,25.7600501117809
C,90.10117505010318
C,14.401822554543568
C,48.35555998743047
C,58.04632609775855
C,66.35162616413945
C,53.3004567202137
C,0.47110174032483243
C,32.20780134345094
C,50.2720579640977
C,8.423356368025072
C,34.202984069455226
C,2.7893019644718247
C,7.442637202616164
C,38.24177662974724
C,13.30405390325569
C,53.902511613800286
C,64.9279735969591
C,75.74501333214191
C,21.13945413576976
C,17.26446241149511
C,10.212240517511953
C,59.67893965192241
C,66.80342998648204
C,2.6275368883910843
C,81.79476724718212
C,4.686965938697247
C,51.941161537695756
C,67.09788507747642
C,78.05558000969718
C,67.67805121257726
C,75.77548004332563
C,33.27113161233794
C,76.13819775491311
C,7.604175877204376
C,79.14018060902578
C,52.40126031512063
C,76.20954867397626
C,43.50303345985273
C,60.33991533278447
C,50.877433251744456
C,69.78101322266757
C,7.763748509161772
C,5.546520281223622
C,26.12568242624537
C,16.345849116288136
C,78.08918805767682
C,23.47457853460911
C,86.95331630121987
C,33.060374451299495
C,18.981332807418656
C,75.46284487802829
C,61.78395662471036
C,48.28015797043773
C,52.9780690350533
C,68.27899044666783
C,24.62707797174267
C,96.95572883420387
C,86.72263091290839
C,60.976229585911895
C,21.065924038011346
C,63.952208550171015
C,6.774675310449819
C,2.5342559292914433
C,26.898438913096236
C,44.540230401400166
C,77.94579860757575
C,69.23722051967047
C,71.18919637622787
C,40.891935651017306
C,33.80985872458717
C,35.94696485440426
C,90.50923355012972
C,3.4832626949661645
C,77.89602915046024
C,54.770867735986954
C,42.15362562367905
C,69.00480705376322
C,47.04002064043859
C,78.15750164334655
C,79.44578518927669
C,40.53454860331444
C,28.32523726008554
C,55.869294744515905
C,80.10885610699565
C,22.420093467976848
C,58.468414910471026
C,59.235974750130545
C,69.97050776074067
C,13.17599735088857
C,67.8810368592333
C,79.91086634895295
C,18.69358583044665
C,25.436692566919074
C,86.05141021327935
C,18.84638659367054
C,77.4138122650656
C,47.63995274429709
C,26.134955138626786
C,78.0465700089498
C,42.80825100906984
C,50.07287446505967
C,34.93153581442484
C,55.918372035126275
C,16.805251286999255
C,37.715381449920784
C,85.6956970025362
C,26.93159146784748
C,61.59224359646087
C,32.10483528231511
C,75.0683730500649
C,13.098667373219154
C,85.76709766638774
C,43.64991982858488
C,25.329881365566422
C,6.910231519365019
C,17.529389547586074
C,50.41471539959467
C,33.06921812846905
C,76.55726473239504
C,41.40706373382991
C,26.242651976985474
C,57.9583225062571
C,66.8376413718416
C,17.213236212719035
C,17.28035094386155
C,3.137195569182654
C,70.38331133281646
C,62.28485353084578
C,45.77425532362986
C,77.0539682182288
C,75.88207060088126
C,55.302822935158744
C,77.94574925355668
C,21.830663742570646
C,11.010292774530416
C,27.79337310006281
C,5.210722784898786
C,51.21420581877798
C,81.82760646334555
C,3.4060802872882143
C,12.127466504147495
C,43.49114452841359
C,81.60376942652003
C,31.37865750317171
C,49.27274568530548
C,3.6309810813598666
C,15.064211712349664
C,90.08826913002619
C,84.99851768729614
C,0.0
C,83.2832797024251
D,63.96733786404076
D,86.0080137408982
D,87.41405899432176
D,11.259517638646484
D,58.74740786481522
D,87.57931156679521
D,46.85909137320121
D,92.61001498232278
D,37.970567145274224
D,76.17232719584847
D,90.08605891757405
D,18.18669339763026
D,43.502998580639726
D,89.28249440236294
D,70.91679526894313
D,64.40933541042057
D,78.54273731603385
D,57.80880176755053
D,69.75030985576105
D,61.69648956638689
D,34.65604086230153
D,52.63003817404196
D,91.62233959168582
D,25.938463792428262
D,81.61557868432689
D,12.708701171254459
D,23.174453065551667
D,37.463051993358604
D,47.67933271802414
D,31.326090394542113
D,19.225205823855433
D,7.9134654138860006
D,54.78250418484919
D,54.35640099917178
D,74.92511550218306
D,11.505368128646122
D,24.183824065848214
D,62.53527481870488
D,72.7562794623162
D,85.5221549238161
D,9.033112871946443
D,77.03551846035519
D,62.12249766480194
D,83.20497884874534
D,15.084148568803448
D,25.092123024823028
D,75.73494607409911
D,63.26212692420691
D,42.50130256008656
D,66.66519969113041
D,9.651809600462478
D,16.163974309457867
D,54.039382948928015
D,47.40085461136613
D,66.39307363803009
D,49.93550408357302
D,26.294045549474124
D,80.38708382570795
D,36.36578405604105
D,35.997853394357065
D,88.98929426472677
D,15.399538700162404
D,38.623812013720325
D,57.240808576190496
D,35.71376926430604
D,24.57419424581668
D,44.857654401978444
D,27.752146039473118
D,79.21251948941911
D,9.874663562704692
D,60.23206049845081
D,33.172160242440526
D,57.30840475140376
D,64.93317701851554
D,22.656395444667663
D,58.237723966879585
D,10.849210396123063
D,15.827683919879588
D,75.64400138516292
D,39.474355368255615
D,82.55744226858151
D,51.319666832961545
D,32.320885573700956
D,41.78998512815726
D,35.79098284074859
D,29.249134544048374
D,91.46275068441875
D,34.13615646408659
D,73.42867515370241
D,55.49524269477921
D,14.236373345457595
D,22.62054086162206
D,36.59595627048313
D,43.25837039607424
D,63.835000127137846
D,16.163943707711113
D,15.87792643835687
D,42.78000981063094
D,81.44641219466696
D,63.47238003095712
D,22.501770440766208
D,10.86368148959596
D,28.30935318279327
D,54.332342985800615
D,81.6548960539357
D,14.247121559171678
D,77.35735102276492
D,40.60642869327108
D,83.49370626997417
D,72.0172234369162
D,72.45431041992195
D,80.341507617233
D,29.98403360893272
D,87.23620354676135
D,45.69422477163698
D,75.5083822068801
D,85.0350352237576
D,8.463350482146588
D,78.71386430778317
D,18.800548141069832
D,12.107712507735874
D,34.14868294321276
D,88.16813638813245
D,41.06892094519051
D,78.39531912675442
D,49.544271932259164
D,23.449775314035758
D,91.43740012382578
D,70.83446948215276
D,88.16806429382589
D,20.68873869647792
D,16.04670664531993
D,69.71291179798033
D,55.46834037023949
D,45.68620132235981
D,70.81120967096491
D,36.684428370932174
D,21.290117814680855
D,19.276594373351298
D,53.6658692380282
D,20.15788597512372
D,80.352125113514
D,74.85837291326952
D,76.68285419911582
D,82.95095175329271
D,68.03870684019593
D,27.979835644128194
D,17.59778308993462
D,50.92999788324808
D,19.548383832617155
D,20.92402699303795
D,18.384243458679453
D,22.203567566763937
D,64.62634581716208
D,23.04002644868906
D,79.39370272178091
D,78.21793214343349
D,56.617680910917684
D,65.28910285526099
D,41.509373517532886
D,60.80886456287941
D,11.170277817073584
D,64.30225918559552
D,88.77651340286535
D,38.75601624934063
D,58.03459123686307
D,36.75848642069565
D,22.963858103757833
D,77.512496759562
D,35.84926484887751
D,77.17247019946781
D,52.132073268475494
D,14.293398793759463
D,20.726476572487016
D,57.13514562698825
D,49.3401582467773
D,30.44156905944601
D,50.74056641972724
D,23.4072199056612
D,21.503917628093102
D,61.293506876185184
D,0.0
D,27.121958133747444
D,56.09224689149729
D,84.5620722429584
D,86.98985598649887
D,18.89137255694162
D,67.64076445649383
D,56.9295724522129
D,19.27624711984835
D,82.87979963280726
D,62.366613682926854
D,12.356118773525164
D,75.80848160762403
D,75.7216662651838
D,75.08595138720126
D,42.36396218983295
D,30.789782035900082
D,66.57011466386498
